Service,FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
Analytics,webflux,5000,50,12.5,35,55,3950,0,0.18,420 Mi,12.5,0
Analytics,webflux,5000,100,14.8,40.2,62.3,4150,0,0.22,430 Mi,13.24,0
Analytics,webflux,5000,200,18.9,52.1,78.4,3780,0,0.25,445 Mi,18.2,0
Analytics,webflux,5000,500,25.3,70.5,105.2,3120,0,0.3,470 Mi,24.6,0
Analytics,webflux,10000,50,15.2,45.3,68.7,7250,0,0.35,480 Mi,14.5,0
Analytics,webflux,10000,100,18.4,52.8,80.1,6900,0,0.4,502 Mi,17.8,0
Analytics,webflux,10000,200,22.7,64.3,95.6,6250,0,0.45,520 Mi,21.3,0
Analytics,webflux,10000,500,30.5,85.2,120.4,6250,0,0.5,550 Mi,30.2,6
Analytics,webflux,50000,50,20.1,60.5,90.3,11800,0,0.55,800 Mi,19.4,0
Analytics,webflux,50000,100,24.8,70.2,105.7,10500,0,0.45,850 Mi,23.5,0
Analytics,webflux,50000,200,29.5,82.4,125,9200,0.1,0.86,832Mi,28.9,0
Analytics,webflux,50000,500,40.2,115,180.3,7800,0,0.7,934 Mi,37.2,0
,,,,,,,,,,,,
search,boot,5000,50,6825.44,31240.78,49860.21,4218.37,7.92,0.34,248.6 Mi,6952.11,1
search,boot,10000,50,12874.91,58230.45,82190.77,5034.22,22.61,0.49,279.3 Mi,13120.54,5
search,boot,50000,50,46291.33,109840.62,167430.88,6211.91,51.84,0.69,332.8 Mi,47102.66,24
search,boot,5000,100,2598.62,5129.88,14842.19,4687.54,0,0.21,502.7 Mi,2714.95,0
search,boot,10000,100,4021.77,8831.34,22194.6,9148.93,0,0.27,551.9 Mi,4176.31,0
search,boot,50000,100,19814.55,41522.91,70840.23,29788.4,26.12,0.43,603.4 Mi,20130.87,9
search,boot,5000,200,1546.84,3014.27,7811.66,4942.11,0,0.17,542.3 Mi,1604.39,0
search,boot,10000,200,2321.58,4748.92,10864.73,9841.25,0,0.22,587.8 Mi,2415.72,0
search,boot,50000,200,14176.21,29444.7,50112.95,40842.19,11.36,0.36,635.6 Mi,14402.64,4
search,boot,5000,500,1832.26,3791.42,8655.91,4988.64,0,0.19,586.2 Mi,1901.77,0
search,boot,10000,500,2846.71,6039.18,12492.44,9964.83,0,0.25,624.1 Mi,2930.12,0
search,boot,50000,500,15643.88,32760.45,55214.36,45890.17,8.71,0.4,682.9 Mi,15820.55,6
,,,,,,,,,,,,
search,webflux,5000,50,6.82,21.44,32.78,4512.38,0,0.15,428.4 Mi,6.51,0
search,webflux,5000,100,5.41,17.26,25.83,4869.52,0,0.16,435.9 Mi,5.19,0
search,webflux,5000,200,9.86,34.97,51.34,4724.19,0,0.17,448.1 Mi,9.43,0
search,webflux,5000,500,27.61,92.48,137.77,4098.66,0,0.2,492.7 Mi,28.92,0
search,webflux,10000,50,7.29,15.33,22.84,6988.41,0,0.19,514.6 Mi,6.94,0
search,webflux,10000,100,10.84,27.92,40.18,8217.94,0,0.22,529.2 Mi,10.31,0
search,webflux,10000,200,12.92,35.71,49.26,7954.61,0,0.21,547.8 Mi,12.36,0
search,webflux,10000,500,49.88,138.22,206.51,7542.08,0,0.26,612.4 Mi,48.33,0
search,webflux,50000,50,8.11,17.44,25.73,7219.52,0,0.2,782.6 Mi,7.72,0
search,webflux,50000,100,12.44,29.86,42.51,8946.33,0,0.23,811.8 Mi,11.92,0
search,webflux,50000,200,15.63,38.71,52.9,11912.77,0,0.24,848.9 Mi,15.01,0
search,webflux,50000,500,22.98,55.44,71.83,10864.25,0,0.31,914.3 Mi,23.86,0
,,,,,,,,,,,,
rate limiter,boot,5000,50,118.42,684.91,1245.38,4728.64,0,0.22,185.6 Mi,120.37,0
rate limiter,boot,10000,50,496.83,2742.56,4819.77,6124.91,8.41,0.39,201.4 Mi,503.28,1
rate limiter,boot,50000,50,4126.55,15842.71,28731.49,7411.83,39.88,0.68,243.9 Mi,4198.04,16
rate limiter,boot,5000,100,42.61,191.34,382.15,4922.87,0,0.17,356.2 Mi,44.08,0
rate limiter,boot,10000,100,96.74,514.22,981.64,9384.42,0,0.25,389.5 Mi,98.91,0
rate limiter,boot,50000,100,2167.48,8426.93,15632.27,32144.29,18.27,0.44,428.7 Mi,2213.96,6
rate limiter,boot,5000,200,21.33,84.55,162.79,4981.76,0,0.14,401.9 Mi,22.05,0
rate limiter,boot,10000,200,38.92,162.31,298.64,9873.58,0,0.2,435.2 Mi,40.18,0
rate limiter,boot,50000,200,1463.29,5841.77,10428.91,43188.34,7.64,0.36,469.8 Mi,1491.82,3
rate limiter,boot,5000,500,29.84,121.48,231.69,4993.25,0,0.16,452.7 Mi,30.92,0
rate limiter,boot,10000,500,51.73,226.19,412.88,9976.41,0,0.22,488.3 Mi,53.41,0
rate limiter,boot,50000,500,1714.62,6912.35,12241.78,46219.77,5.91,0.39,531.4 Mi,1748.55,4
,,,,,,,,,,,,
rate limiter,webflux,5000,50,1.42,4.91,7.88,4896.73,0,0.11,268.4 Mi,1.37,0
rate limiter,webflux,5000,100,1.16,3.82,6.04,4974.29,0,0.12,273.9 Mi,1.11,0
rate limiter,webflux,5000,200,2.44,8.91,13.74,4921.88,0,0.13,281.7 Mi,2.36,0
rate limiter,webflux,5000,500,6.78,24.62,36.18,4684.55,0,0.15,312.9 Mi,6.93,0
rate limiter,webflux,10000,50,1.69,3.41,5.16,7412.84,0,0.14,342.1 Mi,1.61,0
rate limiter,webflux,10000,100,2.84,7.93,11.88,8644.37,0,0.17,354.6 Mi,2.71,0
rate limiter,webflux,10000,200,3.71,10.62,14.91,8421.55,0,0.16,368.4 Mi,3.56,0
rate limiter,webflux,10000,500,11.83,39.72,58.44,8093.12,0,0.2,417.3 Mi,12.47,0
rate limiter,webflux,50000,50,2.11,4.48,6.91,7642.29,0,0.16,521.6 Mi,2.02,0
rate limiter,webflux,50000,100,3.36,8.17,12.29,9231.84,0,0.18,549.8 Mi,3.22,0
rate limiter,webflux,50000,200,4.88,12.91,18.34,12374.51,0,0.19,581.9 Mi,4.71,0
rate limiter,webflux,50000,500,7.62,19.48,26.71,11428.66,0,0.27,648.2 Mi,7.94,0
